	Text	Class
36	ara,cues,,ap7,a,barbera,,sud,b30,a,barbera,,sud,a,cerdanyola,,nord,c58,a,sant,quirze,,sud,de,b24,cervello,a,n340,vallirana,sentit,tarragona,a,vallirana,,bcn,c352,a,granollers,ronda,oest,sabadell	1
37	continuen,cues,,ronda,litoral,zona,franca,a,can,tunis,,besos,diagonal,del,parc,pedralbes,a,placa,reina,maria,cristina	1
38	encara,aturats,,de,b23,molins,rei,a,litre,,ap7,al,papiol,sentit,girona,a2,sant,feliu,ll,a,sant,vicenc,dels,horts,sentit,lleida,obrir,c25,a,riudellots,selva,obrir,c58,a,sant,quirze,,sud,de,b24,cervello,a,n340,vallirana	1
39	talgo,,llorca,sants,,acumular,retard,tresar,d,,hora	1
40	accident,a,n340,,a,litre,,entrar,vallirana,sentit,tarragona,,hi,hectarea,cua,compacte,sentit,	1
41	retencions,a,ronda,litoral,zona,franca,a,can,tunis,,besos	1
42	cues,,a2,a,sant,vicenc,dels,horts,sentit,lleida,obrir,c25,a,riudellots,selva,obrir,de,b24,cervello,a,n340,vallirana,b30,a,barbera,,sud,a,cerdanyola,sentit,nord,1km,a,litre,,ap7,a,barbera,sentit,sud	1
43	a2,,retencio,santvicencdelshorts,,palleja,,lleida,,a,causar,d,,obrir,que,tallar,1,carril	1
44	1,carril,tallat,a,litre,,ap7,a,bascara,pk,39,,sud,,a,causar,d,,camio,avariat,precaucio,	1
45	r3,rodalies,latordequerol,10,,48,,lhospitalet,14,,02,acabar,recorrer,a,ripoll,incidencia,tecnica	1
46	ap7,,camio,avariar,a,cerdanyola,,sud,,ocupa,voral,dret,7,quilometre,cua,donar,santaperpetua,,precaucio,	1
47	vehicle,avariar,a,litre,,ap7,a,paretsdelvalles,pk,137,,girona,retencions,donar,mollet,,precaucio,	1
48	tots,carril,obrir,a,litre,,a2,a,santjoandespi,,bcn,,on,heure,accident,encara,cua,palleja,,sant,vicenc,dels,horts,obres,a,zona,,precaucio,	1
49	accident,a,litre,,a2,a,santjoandespi,pk,607,,bcn,1,carril,tallat,retencions,donar,palleja,,precaucio,	1
50	aturats,a,litre,,autopista,c16,a,terrassa,centre,,manresa,,a,causar,d,,obres,precaucio,	1
51	c17,restablir,a,paretsdelvalles,,sud,encara,retencio	1
52	encara,1,soler,carril,obrir,a,litre,,ap7,a,borrassa,pk,29,,sud,retiren,camio,avariat,precaucio,	1
53	c17,,retencio,lametllacdeolvalles,,parets,,sud,,a,causar,d,,accident,precaucio,	1
54	accident,a,litre,,ap7,a,borrassa,pk,29,,sud,,1,carril,obert,retencions	1
55	,,retencions,,,c58,sant,quirze,del,valles,montcada,reixac,en,punt,,hectarea,carril,tallat,avariar	1
56	,,retencions,,,c55,entre,manresa,castellbell,vilar,,c32,sant,boi,llobregat,,sentit,nord,,c33,montcada,reixac,,direccio,barcelona,,b23,a,sant,joan,despi,,direccio,barcelona	1
57	,,retencions,,c17,la,garriga,,sentit,sud,ap7,vilafranca,del,penedes,,sentit,nord,,la,roca,del,valles,,sentit,sud,a2,tarrega,,bruc,,direccio,barcelona,,sils,,sentit,sud,c14,ponts,c16,cercs	1
58	incidencia,resoldre,	1
59	,,retencions,,,c17,la,garriga,,ap7,santa,margarida,monjos,,la,jonquera,,a2,tarrega,,entrar,jorba,igualada,,collbato,palleja,,c14,ponts,,c16,entre,guardiola,bergueda,berga,,c55,castellgali,manresa	1
60	,,retencions,als,acces,a,barcelona,,,c58,sant,quirze,montcada,reixac,,c32,sant,boi,gava,,c33,montcada,reixac,,pota,nord,entre,santa,coloma,nus,trinitat,,b23,esplugues,llobregat,	1
61	,,atencio,,1,carril,tallat,c32,a,gava,,sentit,nord,,accident,1,carril,tallat,c58,a,montcada,reixac,avariar,	1
62	,,retencions,,,c17,3,quilometre,a,la,garriga,,sentit,sud	1
63	,,pas,alternatiu,a,litre,,n260,a,ribes,freser,accident	1
64	,,retencions,a,,,c17,a,ripoll,,sentit,sud,,c55,a,castellgali,manresa,,sentit,sud,,b20,a,sant,boi,llobregat,,sentit,nord,,s,,intensificar,transit,a,n340,a,el,vendrell,vallirana,,sentit,nord,	1
65	,,retencions,a,,,ap7,5,quilometre,a,santa,margarida,monjos,a,la,jonquera,,sentit,nord,,a2,2,quilometre,a,cervera,4,a,collbato,,sentit,nord,,c14,organya,,c16,entre,baga,cercs,	1
66	,,atencio,,restriccions,al,transit,vehicle,pesant,a,22h,,,ap7,entre,macanet,selva,vandellos,,c32,entre,montgat,palafolls,,entrar,barcelona,el,vendrell	1
67	,,mes,retencio,,,ap7,la,jonquera,,sentit,nord,,a2,2,quilometre,a,cervera,,sentit,barcelona,	1
68	,,accident,a,gi552,a,sant,feliu,buixalleu,es,dona,alternatiu,tram,viar	1
69	,,important,,el,carril,busvao,c58,obrir,a,vehicle,,excepte,camio	1
70	,,retencions,,,c14,,organya,,sentit,sud,,c16,riu,cerdanya,donar,baga,a,cercs,,sentit,sud,,c17,ripoll,,sentit,sud,	1
71	,congestions,a,c17,,a,centelles,,direccio,barcelona	1
72	retencions,a,c16,,a,litre,,altura,cercs,,sentit,sud,,a,barcelona	1
73	circulacio,congestionada,a,c16,,a,litre,,altura,d,,urus,,sentit,sud,al,tunel,del,cadi	1
74	,circulacio,amb,retencions,a,c35,,santa,maria,palautordera,,a,causar,d,,accident,sentit,marxa,s,,hectarea,obrir,alternatiu	1
75	,acte,esportiu,provocar,congestions,a,c16,,a,artesa,segre,,sentit,marxar	1
76	,retencions,a,c55,,carretera,que,a,montserrat,,sentit,marxar	1
77	,tmbinfo,recordar,que,,diumenge,,39a,cursa,popular,sant,marti,,linia,busbcn,veure,afectades	1
78	,tmbinfo,recordar,que,,diumenge,,mitja,marato,del,prat,llobregat,afectar,linia,21,65,busbcn	1
79	tmbinfo,recordar,que,donar,del,5,novembre,durar,6,metre,aproximadament,,funicularmontjuic,tancat,revisio,tecnica	1
80	mes,retencio,,b24,,a,litre,,altura,vallirana,,sentit,marxar,	1
81	retencions,,n260,sant,joan,abadesses,,sentit,marxa,ap7,roca,del,valles,,direccio,girona,c17,parets,del,valles,,direccio,vic,n150,carretera,interurba,sabadell,c58,barbera,del,valles,,direccio,barcelona,	1
82	atencio,,retard,euromed,que,trajecte,entrar,alacant,barcelona	1
83	mes,retencio,,c55,a,castellgali,,direccio,manresa,c58,a,terrassa,,direccio,manresa,	1
84	retencions,,a,litre,,interior,barcelona,,ronda,litoral,,donar,prim,al,nus,trinitat,	1
85	retencions,,ap7,barbera,del,valles,,sentit,sud,c58,sant,quirze,del,valles,,sentit,barcelona,a2,entre,sant,joan,despi,cornella,llobregat,,sentit,barcelona,	1
86	retencions,,ap7,barbera,del,valles,,sentit,sud,c33,la,llagosta,,sentits,c58,sant,quirze,barbera,,sentit,barcelona,ronda,litoral,,sentit,a,litre,,altura,besos,ronda,dalt,,a,meridiana,,sentit,llobregat,	1
87	,tots,carril,obrir,a,c33,a,montcada,reixac,incidencia,solucionar	1
88	retencions,a,,c33,la,llagosta,,sentit,nord,b24,cervello,,enllac,amb,n340,,	1
89	atencio,,mes,afectacio,col*lateral,linia,r11,rodalies,incidencia,tecnica	1
90	,1,carril,tallat,a,c33,a,montcada,reixac,,sentit,granollers	1
91	atencio,,incidencies,a,linia,r11,rodalies	1
92	cues,a,,n145,la,seuduana,,andorra,n152,a,puigcerda,lt,,,b24,a,cervello,,sud,c58,a,sant,quirze,,bcn,b20,tunel,santa,coloma,-,nus,trinitat,,bcn,c17,a,parets,del,valles,,bcn,ap7,montmelo,-,parets,,sud	1
93	cues,a,litre,,n152,accedir,a,puigcerda,2,sentit	1
94	en,directe,rodar,premsar,del,consell,ministre	1
95	cues,als,acces,al,parc,port,aventura,,a,vilaseca,,autovia,a7,a,vilaseca,,nord,t319,accedir,al,parc,,nord	1
96	accident,a,c66,a,cornelladelterri,pk,42,se,circular,vial,paral*lel,,hectarea,retencio,puntuals,precaucio,	1
97	c58,,retencio,a,santquirzedelvalles,,bcn,,a,causar,d,,obrir	1
98	aturats,a,c17,a,molletdelvalles,pk,11,,bcn,,a,causar,d,,accident,precaucio,	1
99	accident,a,litre,,n141e,a,bescano,,girones,,,s,,alternatiu,,precaucio,	1
100	a,causar,neu,,nomer,tallar,bv4024,a,litre,,acces,a,coll,pal,,al,bergueda	1
101	es,mantenir,transit,intens,,c16,,eix,del,llobregat,,berga,,cercs,,tunel,del,cadi,c14,a,organya	1
102	ara,hectarea,cua,,c16,eix,del,llobregat,,cal,rosal,-,cercs,,la,nou,bergueda,,tunel,del,cadi,c14,bassella,,oliana,,organya,,la,seu,d,,urgell,c17,les,llosses,,ripoll,,nord	1
103	restablerta,circulacio,r1,rodalies,entrar,blanes,macanet,estava,interrompre,caure,d,,arbre,a,catenaria	1
104	cues,tambe,,ap7,vilanova,del,valles,,peatge,la,roca,,girona,c17,les,llosses,,ripoll,,nord	1
105	taxisigualada,radioigualada,transit,gracies,,dia,,	1
106	comencen,retencio,a,destinacio,d,,pont,,a2,martorellabrera,,lleida,c55,castellbell,vilars,vicenc,castellet,,nord,c16,cal,rosal,,la,nou,bergueda,,tunel,del,cadi,c14,a,oliana,,la,seu,n145,a,duana,,andorra	1
107	c14,reobrir,a,pinelldesolsones,,on,hectarea,heure,accident,encara,retencio	1
108	c14,tallar,a,pinelldesolsones,pk,129,2,sentit,,a,causar,d,,topar,entrar,3,vehicles,precaucio,	1
109	5,carretera,del,pirineu,prepirineu,afectar,nevades,nomes,tancat,litre,,acces,a,coll,pal,,al,bergueda	1
110	interromput,renfe,rodalies,entrar,blanes,macanet,un,arbre,hectarea,caure,a,catenaria,,no,hectarea,subministrament,electric,es,gestionar,servei,alternatiu,carretera,afecta,moment,litre,,r1,,maresme,	1
111	accident,a,litre,,acces,a,ronda,dalt,donar,autopista,c58,c33,,llobregat,un,vehicle,hectarea,bolcar,,treballar,a,retirarlo,tallada,incorporacio,alternatives,,avinguda,meridianario,janeiropg,valldaura,ronda,litoral,,sortir,1	1
112	i,fins,a,18h,,sortir,litre,,area,metropolita,barcelona,94548,vehicle,,18,,dels,510000,preveure,totssants,operaciosortida	1
113	atencio,circular,colladadetoses,forca,neu,a,carretera,cotxe,equipats,vingueu,ben,calcat,,toses,gi4016,equipviari,transit	1
114	,retencions,a,litre,,a2,sant,feliu,a,sant,joan,despi,,bcn,accident,1,carril,tallat,precaucio,transita2	1
115	,dema,,cursaamistat2018,afectar,gran,quantitat,linia,busbcn,planeja,ruta,consultant,detall,a,,	1
116	circulacio,amb,retencio,,retencio,,,b23,124,esplugues,de,llobregat,124,sentit,est,a,barcelona,124,punt,km,02,124,16,,17	1
117	15,,50h,tallada,carretera,b500,santfost,amb,motiu,d,,,accident,transit,al,policialocal,mossos,equipviari,protecciocivil,ajsantfost	1
118	transit,demanar,extremar,precaucio,durar,pont,,atenyer,que,litre,,increment,mortalitat,,21,,,registrar,,,dia,festius	1
119	circulacio,amb,congestio,,retencio,,,b20,124,barcelona,124,sentit,nord,a,nus,trinitat,124,punt,km,154,124,15,,22	1
120	circulacio,amb,retencio,,retencio,,,b23,124,papiol,124,sentit,oest,a,enllac,ap7,124,punt,km,1512,124,15,,29	1
121	pas,alternatiu,a,c1413a,a,santquirzedelvalles,pk,19,,a,causar,d,,esllavissades,retencions,2,sentits,precaucio,	1
122	2,carril,tallat,a,litre,,a2,a,cornella,pk,609,,bcn,,accident,retencions,,a2,sant,feliu,,cornella,,bcn,b23,molins,rei,,sant,feliu,,enllac,a2	1
123	1,soler,carril,obrir,a,litre,,autopista,del,maresme,,c32,,a,canetdemar,pk,114,,bcn,,a,causar,d,,accident,precaucio,,,foto,infoautopista,	1
124	,ultimahora,es,desconvocar,marxar,lent,dels,transortistes,preveure,tardar,a,demarcacio,tarragona,lleida	1
125	c66,tallar,a,lapera,,baix,emporda,,pk,195,2,sentit,,a,causar,d,,accident	1
126	es,restablir,r1,rg1,renfe,rodalies,entrar,arenys,mar,pineda,,afectar,incidencia,subministrament,electric	1
127	interromput,renfe,rodalies,entrar,arenys,pinedademar,incidencia,al,subministrament,electric,afecta,linia,r1,,maresme,,rg1,,portbou,,l,,hospitalet,pel,litoral,	1
128	vehicle,avariar,a,litre,,a2,a,santfeliudellobregat,pk,605,,bcn,retencions,intermitent,donar,castellbisbal,accident,a,sant,vicenc,dels,horts,tambe,,bcn,precaucio,	1
129	accident,a,litre,,a2,a,santvicencdelshorts,pk,601,,bcn,1,carril,tallat,retencions,donar,castellbisbal,,precaucio,	1
130	encara,llarg,cua,als,principal,acces,a,bcn,rondes,a,causar,pluja,,volum,transit,incidencies,precaucio,	1
131	tots,carril,obrir,a,c59,a,santaperpetuademogoda,,nord,,on,hectarea,heure,topar,multiple,a,del,mati,encara,retencio,a,c59,ap7,lt,,	1
132	1,carril,obrir,a,litre,,a2,a,tarrega,,lleida,,a,causar,d,,accident,que,hectarea,tallat,viar,durar,minut	1
133	el,fumer,litre,,incendi,al,port,visible,donar,ronda,litoral,a,zona,portuaria,,no,afecte,moment,transit,molta,precaucio	1
134	pas,alternatiu,a,c31,,costes,del,garraf,,al,pk,174,,nucli,garraf,,terme,municipal,sitges,,a,causar,d,,accident,retencions,2,sentit,,precaucio,	1
135	el,fumer,d,,incendi,visible,donar,ronda,litoral,a,zona,portuari,,que,bufar,direccio,endins,molta,precaucio,	1
136	1,carril,obrir,a,c59,a,santaperpetuademogoda,al,cimvalles,,nord,topada,multiple,que,tallar,calcar,,caldes	1
137	c59,tallar,a,santaperpetuademogoda,,al,costat,del,cimvalles,,nord,,a,causar,d,,topar,multiple,retencions,donar,lallagosta,,a,litre,,ap7,,girona	1
138	bon,dia,,precaucio,amb,pluja,que,ja,augmentar,retencio,a,litre,,area,barcelona,hi,hectarea,cua,a,c59,a,santaperpetuademogoda,cimvalles,,nord,,possible,incidencia	1
139	encara,quedar,cua,b24,cervello,a,n340,vallirana,al,vendrell,netejar,viar,alternatiu,,aturats,sentit,sud,	1
140	encara,retencio,a,c32,a,sant,boi,sentit,castelldefels,litre,,accident,estona,	1
141	accident,a,ronda,general,mitre,a,prop,del,carrer,tresar,torres,,cues	1
142	retirat,camio,que,heure,avariar,a,litre,,ap7,a,sant,cugat,sentit,nord	1
143	millora,circulacio,a,costes,garraf,,c31,,a,sitges,sentit,sud,,tarragona,	1
144	tambe,,cua,compacte,a,litre,,a2,al,bruc,,lleida,camio,avariar,al,cinturo,del,litoral,a,sant,joan,despi,,a,banda,banda,	1
145	encara,cues,,b30,a,barbera,sentit,sud,a,cerdanyola,,nord,ap7,sant,cugat,a,barbera,,nord,a2,a,cornella,,a,banda,banda,c58,entrar,terrassa,sant,quirze,lt,,,c59,palausolita,plegamans,a,caldes,montbui,sentit,nord	1
146	accident,a,roger,lluria,amb,arago,,turisme,encastar,cafeteria,,cues,foto,,j,soler	1
147	cua,compacte,a,litre,,a2,al,bruc,,lleida	1
148	ap7,santa,perpetua,a,barbera,rubi,al,papiol,,sud,del,papiol,a,sant,cugat,,avariar,,a,barbera,,nord	1
149	embus,a,costes,garraf,,c31,,a,sitges,sentit,sud,,tarragona,	1
150	cua,a,n240,a,montblanc,,valls,accident	1
151	encara,aturat,a,n340,a,vallirana,lt,,,a,vilafranca,,sud,al,vendrell,on,,reparar,viar	1
152	ap7,a,mollet,,accident,,santa,perpetua,a,barbera,rubi,al,papiol,,sud,a,sant,cugat,,nord,b23,sant,feliu,ll,a,diagonal,molins,rei,al,papiol,,girona,tunel,vallvidrera,,bcn,c32,a,sant,boi,sentit	1
153	aturats,,c58,a,sant,quirze,a,montcada,,bcn,sort,ripollet,,terrassa,c17,a,parets,del,valles,,a,banda,banda,,afecta,sortir,litre,,ap7,c14,a,conca,barbera,c1413antiga,d,,entrar,a,poblacio,sabadell,c65,a,salt	1
154	retencions,,ap7,santa,perpetua,a,barbera,rubi,al,papiol,,sud,a,sant,cugat,,nord,b30,a,barbera,sentit,sud,a,cerdanyola,,nord,b23,sant,joan,despi,a,diagonal,molins,rei,al,papiol,,girona	1
155	aturats,,ronda,cornella,a,valldaura,,besos,ronda,litoral,zona,franca,a,ciutat,vella,,besos	1
156	a,bcn,cues,llargues,,diagonal,,b23,a,placa,reina,maria,cristina,ronda,general,mitre,,placa,reina,maria,cristina,a,lesseps	1
157	tambe,cua,a,b23,sant,joan,despi,a,diagonal	1
158	cues,,ap7,santa,perpetua,a,barbera,,sud,b30,a,barbera,sentit,sud,a,cerdanyola,,nord,c58,a,sant,quirze,,bcn,c17,a,parets,del,valles	1
159	pas,alternatiu,a,n340,al,vendrell,poder,reparar,viar,,retencions,a,vallirana,,bcn	1
160	encara,,embus,a,ronda,d,,esplugues,al,nus,trinitat,han,obrir,carril,que,heure,tallat,,afecta,b23,d,,esplugues,a,diagonal,	1
161	via,a,evitar,,embus,a,ronda,d,,esplugues,al,nus,trinitat,accident,que,tallar,carril,,afecta,b23,d,,esplugues,a,diagonal,	1
162	retencions,,c58,a,sant,quirze,,bcn,b30,a,barbera,sentit,sud,a,cerdanyola,,nord,de,b24,cervello,a,n340,vallirana,c12,a,tortosa,obrir,c14,a,conca,barbera	1
163	encara,,cua,a,ronda,del,nt,a,vall,d,,hebron,sentit,llobregat,per,topar,que,tallar,carril,,afecta,pota,nord,donar,santa,coloma,gramenet,,tambe,aturat,d,,esplugues,al,nt,accident,que,tallar,carril	1
164	camio,avariar,a,litre,,a2,a,collbato,sentit,lleida	1
165	tallada,n141,a,bossost,camio,que,hectarea,quedar,travessar,viar,a,part,francesa,	1
166	accident,a,ronda,a,vall,d,,hebron,sentit,llobregat,,aturats,canyelles,a,vall,d,,hebron,tambe,aturat,d,,horta,nt,on,hectarea,accident,mes,enrere,d,,esplugar,a,sarria,	1
167	accident,a,ronda,a,vall,d,,hebron,sentit,llobregat,,cues	1
168	pas,alternatiu,a,c55,a,monistrol,montserrat,topar,vehicle,cues,sentit,nord	1
169	cues,,c17,a,montcada,sentit,bcn,obrir,c25,a,campllong,lt,,,obrir,c12,a,tortosa,lt,,,obrir,c1413,antic,d,,entrar,a,poblacio,sabadell	1
170	encara,2,carril,tallat,a,litre,,ap7,a,barberadelvalles,pk,146,,sud,retencions,,mollet,,barbera,,sud,bellaterra,,barbera,,nord	1
171	barryexcellence,gracies,,dia,,	1
172	ronda,dalt,,retencio,diagonal,,vallcarca,,trinitat,,a,causar,d,,accident,precaucio,	1
173	ap7,,retencio,santaperpetuademogoda,,barbera,,sud,,a,causar,d,,accident,foto,infoautopista	1
174	a,causar,nevar,,caldre,cadenar,travessar,coll,creueta,,a,bv4031,entrar,castellardenhug,la,molina	1
175	nou,accident,a,litre,,ap7,,a,santcugatdelvalles,pk,159,,girona,retencions,,ap7,el,papiol,,sant,cugat,,nord,b23,sant,feliu,,el,papiol,,enllac,ap7	1
176	l,,avariar,d,,comboi,sentit,contrari,hectarea,afectar,r13,renfe,lleida,07,,15,,estacio,franca,09,,54,,que,circular,amb,30,,retard	1
177	r13,renfe,estacio,franca,06,,47,,lleida,09,,58,circular,amb,30,minut,retard,a,causar,d,,avariar,que,litre,,hectarea,mantenir,aturat,a,roda,bera	1
178	accident,a,litre,,ap7,a,castellbisbal,pk,166,,girona,retencions,resolts,accident,que,hectarea,heure,tambe,mati,a,litre,,ap7	1
179	tercer,accident,mati,a,litre,,ap7,ara,al,papiol,,girona,retencions,,ap7,castellbisbal,,el,papiol,,nord,b23,santfeliu,,el,papiol,,girona	1
180	martixllava,gracies,alertarnos,bon,dia,,	1
181	ap7,,retencio,mollet,,santaperpetuademogoda,,sud,,a,causar,d,,accident,precaucio,	1
182	2,accident,,ap7,a,macanetdelaselva,,sud,1,carril,obert,retencions,ronda,dalt,,tram,c32,,a,esplugues,,llobregat,1,carril,tallat,	1
183	un,carril,tallat,ap2,a,bisbal,del,penedes,,saragossa,arbre,que,hectarea,caure,a,viar,	1
184	un,carril,tallat,a,litre,,ap7,a,montroig,del,camp,,valencia,arbre,que,hectarea,caure,a,viar,	1
185	encara,cues,,c58,cerdanyola,a,montcada,del,nt,a,montcada,,terrassa,accident,ap7,bellaterra,a,sant,cugat,,sud,fa,estona,hectarea,cremat,vehicle,	1
186	aturats,,c58,terrassa,a,sabadell,,sud,montcada,al,nt,c60,a,argentona,,mataro,nii,al,masnou,,accident,,a,vilassar,mar,c1413,antic,d,,entrar,a,poblacio,sabadell	1
187	cues,,c17,llica,a,parets,del,valles,tunel,vallvidrera,,bcn,pota,sud,cornella,a,c32,a,sant,boi,sentit,castelldefels,topar,tambe,retencio,viladecans,a,sant,boi,,bcn,afecta,ronda,donar,pedralbes,al,nus,del,llobregat,	1
188	cues,,ap7,santa,perpetua,a,barbera,4km,a,sant,cugat,,accident,,,sud,a,sant,cugat,,nord,b30,a,barbera,sentit,sud,a,cerdanyola,sentit,nord,b23,molins,rei,al,papiol,,girona,d,,esplugues,a,diagonal	1
189	tambe,caldre,cadenar,a,bv4031,entrar,castellar,n,,hug,toses	1
190	accident,a,ronda,a,prop,del,nt,sentit,llobregat,cua,donar,pota,nord,santa,coloma,gramenet	1
191	consequencia,neu,caldre,cadenar,a,c28,passar,port,del,a,bonaigua	1
192	accident,a,nii,al,masnou,,cues	1
193	retencions,,c35,a,sant,celoni,c60,a,argentona,,mataro	1
194	c17,a,gurb,,sud,,obrir,,llica,a,parets,del,valles,,sud,a,parets,,vic,c58,terrassa,a,sant,quirze,,sud	1
195	cues,,ap7,santa,perpetua,a,barbera,sant,cugat,al,papiol,,sud,b30,a,barbera,sentit,sud,a,cerdanyola,sentit,nord,b23,molins,rei,al,papiol,,girona	1
196	aturats,pota,sud,a,cornella,a,c32,a,sant,boi,sentit,castelldefels,topar	1
197	retencions,,,cua,a,litre,,a2,a,odena,,lleida,accident,amb,camio,implicar,,retencions,a,c12,a,tortosa,obrir,b30,a,barbera,sentit,sud,a,cerdanyola,sentit,nord,nii,girona,a,quart	1
198	talgo,697,,estacio,francasevilla,,acumular,mes,20,minut,retard	1
199	euromed,,alacant,estacio,franca,,acumular,retard	1
200	cinturo,del,litoral,cornella,a,sant,joan,despi,,lleida,hi,hectarea,vehicle,aturat,	1
201	aturats,,de,b24,cervello,a,n340,vallirana,,c12,a,tortosa,obrir,c17,masies,voltrega,a,gurb,sentit,sud,obrir	1
