Text	Class
ara,cues,ap7,barbera,gt,sud,b30,barbera,gt,sud,cerdanyola,gt,nord,c58,sant,quirze,gt,sud,b24,cervello,n340,vallirana,sentit,tarragona,vallirana,gt,bcn,c352,granollers,ronda,oest,sabadell	1
continuen,cues,ronda,litoral,zona,franca,can,tunis,gt,besos,diagonal,parc,pedralbes,plaça,reina,maria,cristina	1
encara,aturats,b23,molins,ap7,papiol,sentit,girona,a2,sant,feliu,sant,vicenç,dels,horts,sentit,lleida,obres,c25,riudellots,selva,obres,c58,sant,quirze,gt,sud,b24,cervello,n340,vallirana	1
talgo,llorca,sants,acumula,retard	1
accident,n340,entrada,vallirana,sentit,tarragona,cua,compacta,sentits	1
retencions,ronda,litoral,zona,franca,can,tunis,gt,besos	1
cues,a2,sant,vicenç,dels,horts,sentit,lleida,obres,c25,riudellots,selva,obres,de,b24,cervello,n340,vallirana,b30,barbera,gt,sud,cerdanyola,sentit,nord,1km,ap7,barbera,sentit,sud	1
a2,retencions,santvicençdelshorts,palleja,gt,lleida,causa,obres,tallen,1,carril	1
1,carril,tallat,ap7,bascara,pk,39,gt,sud,causa,camio,avariat,precaucio	1
r3,rodalies,latordequerol,10,48,lhospitalet,14,02,acaba,recorregut,ripoll,incidencia,tecnica	1
ap7,camio,avariat,cerdanyola,gt,sud,ocupa,voral,dret,7,km,cua,santaperpetua,precaucio	1
vehicle,avariat,ap7,paretsdelvalles,pk,137,gt,girona,retencions,mollet,precaucio	1
tots,carrils,oberts,a2,santjoandespi,gt,bcn,accident,cua,palleja,sant,vicenç,dels,horts,obres,zona,precaucio	1
accident,a2,santjoandespi,pk,607,gt,bcn,1,carril,tallat,retencions,palleja,precaucio	1
aturats,autopista,c16,terrassa,centre,gt,manresa,causa,obres,precaucio	1
c17,restablerta,paretsdelvalles,gt,sud,retencions	1
encara,1,carril,obert,ap7,borrassa,pk,29,gt,sud,retiren,camio,avariat,precaucio	1
c17,retencions,lametllaçdeolvalles,parets,gt,sud,causa,accident,precaucio	1
accident,ap7,borrassa,pk,29,gt,sud,1,carril,obert,retencions	1
,,retencions,,c58,sant,quirze,valles,montcada,reixac,punt,carril,tallat,avaria	1
,,retencions,,c55,manresa,castellbell,vilar,,c32,sant,boi,llobregat,sentit,nord,,c33,montcada,reixac,direccio,barcelona,,b23,sant,joan,despi,direccio,barcelona	1
,,retencions,c17,garriga,sentit,sud,ap7,vilafranca,penedes,sentit,nord,roca,valles,sentit,sud,a2,tarrega,bruc,direccio,barcelona,sils,sentit,sud,c14,ponts,c16,cercs	1
incidencia,resolta	1
,,retencions,,c17,garriga,,ap7,santa,margarida,monjos,jonquera,,a2,tarrega,jorba,igualada,collbato,palleja,,c14,ponts,,c16,guardiola,bergueda,berga,,c55,castellgali,manresa	1
,,retencions,accessos,barcelona,,c58,sant,quirze,montcada,reixac,,c32,sant,boi,gava,,c33,montcada,reixac,,pota,nord,santa,coloma,nus,trinitat,,b23,esplugues,llobregat	1
,,atencio,1,carril,tallat,c32,gava,sentit,nord,accident,1,carril,tallat,c58,montcada,reixac,avaria	1
,,retencions,,c17,3,km,garriga,sentit,sud	1
,,alternatiu,n260,ribes,freser,accident	1
,,retencions,,c17,ripoll,sentit,sud,,c55,castellgali,manresa,sentit,sud,,b20,sant,boi,llobregat,sentit,nord,,intensifica,transit,n340,vendrell,vallirana,sentit,nord	1
,,retencions,,ap7,5,km,santa,margarida,monjos,jonquera,sentit,nord,,a2,2,km,cervera,4,collbato,sentit,nord,,c14,organya,,c16,baga,cercs	1
,,atencio,restriccions,transit,vehicles,pesants,22h,,ap7,maçanet,selva,vandellos,,c32,montgat,palafolls,barcelona,vendrell	1
,,retencions,,ap7,jonquera,sentit,nord,,a2,2,km,cervera,sentit,barcelona	1
,,accident,gi552,sant,feliu,buixalleu,dona,alternatiu,tram	1
,,important,carril,busvao,c58,obert,vehicles,camions	1
,,retencions,,c14,organya,sentit,sud,,c16,riu,cerdanya,baga,cercs,sentit,sud,,c17,ripoll,sentit,sud	1
,congestions,c17,centelles,direccio,barcelona	1
retencions,c16,altura,cercs,sentit,sud,barcelona	1
circulacio,congestionada,c16,altura,urus,sentit,sud,tunel,cadi	1
,circulacio,retencions,c35,santa,maria,palautordera,causa,accident,sentits,marxa,obert,alternatiu	1
,acte,esportiu,provoquen,congestions,c16,artesa,segre,sentits,marxa	1
,retencions,c55,carretera,duu,montserrat,sentits,marxa	1
‍‍,tmbinfo,recorda,diumenge,39a,cursa,popular,sant,marti,linies,busbcn,veuran,afectades	1
‍‍,tmbinfo,recorda,diumenge,fa,marato,prat,llobregat,afectant,linies,21,65,busbcn	1
tmbinfo,recorda,5,novembre,6,mesos,aproximadament,funicularmontjuic,tancat,revisio,tecnica	1
mes,retencions,b24,altura,vallirana,sentits,marxa	1
retencions,n260,sant,joan,abadesses,sentits,marxa,ap7,roca,valles,direccio,girona,c17,parets,valles,direccio,vic,n150,carretera,interurbana,sabadell,c58,barbera,valles,direccio,barcelona	1
atencio,retard,euromed,fa,trajecte,alacant,barcelona	1
mes,retencions,c55,castellgali,direccio,manresa,c58,terrassa,direccio,manresa	1
retencions,interior,barcelona,ronda,litoral,nus,trinitat	1
retencions,ap7,barbera,valles,sentit,sud,c58,sant,quirze,valles,sentit,barcelona,a2,sant,joan,despi,cornella,llobregat,sentit,barcelona	1
retencions,ap7,barbera,valles,sentit,sud,c33,llagosta,sentits,c58,sant,quirze,barbera,sentit,barcelona,ronda,litoral,sentits,altura,besos,ronda,meridiana,sentit,llobregat	1
,carrils,oberts,c33,montcada,reixac,incidencia,solucionada	1
retencions,c33,llagosta,sentit,nord,b24,cervello,enllaç,n340	1
atencio,afectacions,col.laterals,trens,linia,r11,rodalies,incidencia,tecnica	1
,1,carril,tallat,c33,montcada,reixac,sentit,granollers	1
atencio,incidencies,linia,r11,rodalies	1
cues,n145,seuduana,gt,andorra,n152,puigcerda,gt,b24,cervello,gt,sud,c58,sant,quirze,gt,bcn,b20,tunel,santa,coloma,–,nus,trinitat,gt,bcn,c17,parets,valles,gt,bcn,ap7,montmelo,–,parets,gt,sud	1
cues,n152,accedir,puigcerda,2,sentits	1
en,directe,roda,premsa,consell,ministres	1
🧟‍cues,accessos,parc,port,aventura,vilaseca,autovia,a7,vilaseca,gt,nord,t319,accedir,parc,gt,nord	1
accident,c66,cornelladelterri,pk,42,circula,vial,paral.lel,retencions,puntuals,precaucio	1
c58,retencions,santquirzedelvalles,gt,bcn,causa,obres	1
aturats,c17,molletdelvalles,pk,11,gt,bcn,causa,accident,precaucio	1
accident,n141e,bescano,girones,fa,alternatiu,precaucio	1
a,causa,neu,tallada,bv4024,acces,coll,pal,bergueda	1
es,mante,transit,intens,c16,llobregat,berga,cercs,gt,tunel,cadi,c14,organya	1
ara,cues,c16,llobregat,rosal,–,cercs,bergueda,gt,tunel,cadi,c14,bassella,oliana,organya,gt,urgell,c17,llosses,ripoll,gt,nord	1
restablerta,circulacio,r1,rodalies,blanes,maçanet,interrompuda,caiguda,arbre,catenaria	1
cues,ap7,vilanova,valles,peatge,roca,gt,girona,c17,llosses,ripoll,gt,nord	1
taxisigualada,radioigualada,transit,gracies,bon,dia,	1
comencen,retencions,destinacions,pont,a2,martorellabrera,gt,lleida,c55,castellbell,vilars,vicenç,castellet,gt,nord,c16,rosal,bergueda,gt,tunel,cadi,c14,oliana,gt,n145,duana,gt,andorra	1
c14,reoberta,pinelldesolsones,accident,retencions	1
c14,tallada,pinelldesolsones,pk,129,2,sentits,causa,topada,3,vehicles,precaucio	1
5,carreteres,pirineu,prepirineu,afectades,nevades,tancat,acces,coll,pal,bergueda	1
interromput,trens,renfe,rodalies,blanes,maçanet,arbre,caigut,catenaria,subministrament,electric,gestiona,servei,alternatiu,carretera,afecta,moment,r1,maresme	1
accident,acces,ronda,autopistes,c58,c33,gt,llobregat,vehicle,bolcat,treballen,retirarlo,tallada,incorporacio,alternatives,avinguda,meridianario,janeiropg,valldaura,ronda,litoral,sortida,1	1
ℹ,18h,sortit,area,metropolitana,barcelona,94548,vehicles,18,dels,510000,previstos,totssants,operaciosortida	1
atencio,circuleu,colladadetoses,neu,carretera,cotxes,equipats,vingueu,calçats,toses,gi4016,equipviari,transit	1
,retencions,a2,sant,feliu,sant,joan,despi,,bcn,accident,1,carril,tallat,precaucio,transita2	1
‍‍,cursaamistat2018,afectara,gran,quantitat,linies,busbcn,planeja,ruta,consultant,detalls,	1
circulacio,retencions,retencio,b23,124,esplugues,llobregat,124,sentit,barcelona,124,punt,km,02,124,16,17	1
15,50h,tallada,ctra,b500,santfost,motiu,,accident,transit,policialocal,mossos,equipviari,protecciocivil,ajsantfost	1
transit,demana,extremar,precaucio,pont,ates,increment,mortalitat,21,registra,dies,festius	1
circulacio,congestio,retencio,b20,124,barcelona,124,sentit,nord,nus,trinitat,124,punt,km,154,124,15,22	1
circulacio,retencions,retencio,b23,124,papiol,124,sentit,oest,enllaç,ap7,124,punt,km,1512,124,15,29	1
pas,alternatiu,c1413a,santquirzedelvalles,pk,19,causa,esllavissades,retencions,2,sentits,precaucio	1
2,carrils,tallats,a2,cornella,pk,609,gt,bcn,accident,retencions,a2,sant,feliu,cornella,gt,bcn,b23,molins,sant,feliu,gt,enllaç,a2	1
1,carril,obert,autopista,maresme,c32,canetdemar,pk,114,gt,bcn,causa,accident,precaucio,foto,infoautopista	1
,ultimahora,desconvoquen,marxes,lentes,dels,transortistes,previstes,tarda,demarcacions,tarragona,lleida	1
c66,tallada,lapera,emporda,pk,195,2,sentits,causa,accident	1
es,restableix,trens,r1,rg1,renfe,rodalies,arenys,pineda,afectats,incidencia,subministrament,electric	1
interromput,trens,renfe,rodalies,arenys,pinedademar,incidencia,subministrament,electric,afecta,linia,r1,maresme,rg1,portbou,hospitalet,pel,litoral	1
vehicle,avariat,a2,santfeliudellobregat,pk,605,gt,bcn,retencions,intermitents,castellbisbal,accident,sant,vicenç,dels,horts,gt,bcn,precaucio	1
accident,a2,santvicençdelshorts,pk,601,gt,bcn,1,carril,tallat,retencions,castellbisbal,precaucio	1
encara,llargues,cues,principals,accessos,bcn,rondes,causa,pluja,volum,transit,incidencies,precaucio	1
tots,carrils,oberts,c59,santaperpetuademogoda,gt,nord,topada,multiple,mati,retencions,c59,ap7,gt	1
1,carril,obert,a2,tarrega,gt,lleida,causa,accident,tallat,minuts	1
el,fum,incendi,port,visible,ronda,litoral,zona,portuaria,afecta,moment,transit,precaucio	1
pas,alternatiu,c31,costes,garraf,pk,174,nucli,garraf,terme,municipal,sitges,causa,accident,retencions,2,sentits,precaucio	1
el,fum,incendi,visible,ronda,litoral,zona,portuaria,bufa,direccio,precaucio	1
1,carril,obert,c59,santaperpetuademogoda,cimvalles,gt,nord,topada,multiple,tallava,calçada,gt,caldes	1
c59,tallada,santaperpetuademogoda,costat,cimvalles,gt,nord,causa,topada,multiple,retencions,lallagosta,ap7,gt,girona	1
‍bon,dia,precaucio,pluja,augmenta,retencions,area,barcelona,cua,c59,santaperpetuademogoda,cimvalles,gt,nord,possible,incidencia	1
encara,queda,cua,b24,cervello,n340,vallirana,vendrell,neteja,fa,alternatiu,aturats,sentit,sud	1
encara,retencions,c32,sant,boi,sentit,castelldefels,accident,fa,estona	1
accident,ronda,general,mitre,carrer,torres,cues	1
retirat,camio,avariat,ap7,sant,cugat,sentit,nord	1
millora,circulacio,costes,garraf,c31,sitges,sentit,sud,tarragona	1
cua,compacta,a2,bruc,gt,lleida,camio,avariat,cinturo,litoral,sant,joan,despi,banda,banda	1
encara,cues,b30,barbera,sentit,sud,cerdanyola,gt,nord,ap7,sant,cugat,barbera,gt,nord,a2,cornella,banda,banda,c58,terrassa,sant,quirze,gt,c59,palausolita,plegamans,caldes,montbui,sentit,nord	1
accident,roger,lluria,arago,turisme,encastat,cafeteria,cues,foto,soler	1
cua,compacta,a2,bruc,gt,lleida	1
ap7,santa,perpetua,barbera,rubi,papiolgt,sud,papiol,sant,cugat,avariat,barbera,gt,nord	1
embus,costes,garraf,c31,sitges,sentit,sud,tarragona	1
cua,n240,montblanc,gt,valls,accident	1
encara,aturats,n340,vallirana,gt,vilafranca,gt,sud,vendrell,repara	1
ap7,mollet,accident,santa,perpetua,barbera,rubi,papiol,gt,sud,sant,cugat,gt,nord,b23,sant,feliu,diagonal,molins,papiol,gt,girona,tunel,vallvidrera,gt,bcn,c32,sant,boi,sentits	1
aturats,c58,sant,quirze,montcada,gt,bcn,sort,ripollet,gt,terrassa,c17,parets,valles,banda,banda,afecta,sortida,ap7,c14,conca,barbera,c1413antiga,entrada,poblacio,sabadell,c65	1
retencions,ap7,santa,perpetua,barbera,rubi,papiol,gt,sud,sant,cugat,gt,nord,b30,barbera,sentit,sud,cerdanyola,gt,nord,b23,sant,joan,despi,diagonal,molins,papiol,gt,girona	1
aturats,ronda,cornella,valldaura,gt,besos,ronda,litoral,zona,franca,ciutat,vella,gt,besos	1
a,bcn,cues,llargues,diagonal,b23,plaça,reina,maria,cristina,ronda,general,mitre,plaça,reina,maria,cristina,lesseps	1
cua,b23,sant,joan,despi,diagonal	1
cues,ap7,santa,perpetua,barbera,gt,sud,b30,barbera,sentit,sud,cerdanyola,gt,nord,c58,sant,quirze,gt,bcn,c17,parets,valles	1
pas,alternatiu,n340,vendrell,poder,reparar,retencions,vallirana,gt,bcn	1
embus,ronda,esplugues,nus,trinitat,obert,carrils,tallats,afecta,b23,esplugues,diagonal	1
via,evitar,embus,ronda,esplugues,nus,trinitat,accident,talla,carrils,afecta,b23,esplugues,diagonal	1
retencions,c58,sant,quirze,gt,bcn,b30,barbera,sentit,sud,cerdanyola,gt,nord,b24,cervello,n340,vallirana,c12,tortosa,obres,c14,conca,barbera	1
encara,cua,ronda,hebron,sentit,llobregat,topada,talla,carril,afecta,pota,nord,santa,coloma,gramenet,,aturat,esplugues,accident,talla,carrils	1
camio,avariat,a2,collbato,sentit,lleida	1
tallada,n141,bossost,camio,quedat,travessat,part,francesa	1
accident,ronda,hebron,sentit,llobregat,aturats,canyelles,hebron,tambe,aturat,horta,accident,esplugues,sarria	1
accident,ronda,hebron,sentit,llobregat,cues	1
pas,alternatiu,c55,monistrol,montserrat,topada,vehicles,cues,sentit,nord	1
cues,c17,montcada,sentit,bcn,obres,c25,campllong,gt,obres,c12,tortosa,gt,obres,c1413,antiga,entrada,poblacio,sabadell	1
encara,2,carrils,tallats,ap7,barberadelvalles,pk,146,gt,sud,retencions,mollet,barbera,gt,sud,bellaterra,barbera,gt,nord	1
barryexcellence,gracies,bon,dia,	1
ronda,retencions,diagonal,vallcarca,gt,trinitat,causa,accident,precaucio	1
ap7,retencions,santaperpetuademogoda,barbera,gt,sud,causa,accident,foto,infoautopista	1
a,causa,nevades,calen,cadenes,travessar,coll,creueta,bv4031,castellardenhug,molina	1
nou,accident,ap7,santcugatdelvalles,pk,159,gt,girona,retencions,ap7,papiol,sant,cugat,gt,nord,b23,sant,feliu,papiol,gt,enllaç,ap7	1
l,avaria,comboi,sentit,contrari,afectat,r13,renfe,lleida,07,15,estacio,frança,09,54,circula,30,retard	1
r13,renfe,estacio,frança,06,47,lleida,09,58,circula,30,minuts,retard,causa,avaria,mantingut,aturat,roda,bera	1
accident,ap7,castellbisbal,pk,166,gt,girona,retencions,resolts,accidents,mati,ap7	1
tercer,accident,mati,ap7,papiol,gt,girona,retencions,ap7,castellbisbal,papiol,gt,nord,b23,santfeliu,papiol,gt,girona	1
martixllava,gracies,alertarnos,bon,dia,	1
ap7,retencions,mollet,santaperpetuademogoda,gt,sud,causa,accident,precaucio	1
2,accidents,ap7,maçanetdelaselva,gt,sud,1,carril,obert,retencions,ronda,tram,c32,esplugues,gt,llobregat,1,carril,tallat	1
un,carril,tallat,ap2,bisbal,penedes,gt,saragossa,arbre,caigut	1
un,carril,tallat,ap7,montroig,campgt,valencia,arbre,caigut	1
encara,cues,c58,cerdanyola,montcada,montcada,gt,terrassa,accident,ap7,bellaterra,sant,cugat,gt,sud,fa,estona,cremat,vehicle	1
aturats,c58,terrassa,sabadell,gt,sud,montcada,c60,argentona,gt,mataro,nii,masnou,accident,vilassar,c1413,antiga,entrada,poblacio,sabadell	1
cues,c17,lliça,parets,valles,tunel,vallvidreragt,bcn,pota,sud,cornella,c32,sant,boi,sentit,castelldefels,topada,retencions,viladecans,sant,boigt,bcn,afecta,ronda,pedralbes,nus,llobregat	1
cues,ap7,santa,perpetua,barbera,4km,sant,cugat,accident,gt,sud,sant,cugat,gt,nord,b30,barbera,sentit,sud,cerdanyola,sentit,nord,b23,molins,papiol,gt,girona,esplugues,diagonal	1
tambe,calen,cadenes,bv4031,castellar,hug,toses	1
accident,ronda,sentit,llobregat,cua,pota,nord,santa,coloma,gramenet	1
consequencia,neu,calen,cadenes,c28,passar,port,bonaigua	1
accident,nii,masnou,cues	1
retencions,c35,sant,celoni,c60,argentona,gt,mataro	1
c17,gurb,gt,sud,obres,lliça,parets,valles,gt,sud,parets,gt,vic,c58,terrassa,sant,quirze,gt,sud	1
cues,ap7,santa,perpetua,barbera,sant,cugat,papiol,gt,sud,b30,barbera,sentit,sud,cerdanyola,sentit,nord,b23,molins,papiol,gt,girona	1
aturats,pota,sud,cornella,c32,sant,boi,sentit,castelldefels,topada	1
retencions,,cua,a2,odena,gt,lleida,accident,camio,implicat,retencions,c12,tortosa,obres,b30,barbera,sentit,sud,cerdanyola,sentit,nord,nii,girona	1
talgo,697,estacio,françasevilla,acumula,20,minuts,retard	1
euromed,alacant,estacio,frança,acumula,retard	1
cinturo,litoral,cornella,sant,joan,despi,gt,lleida,vehicle,aturat	1
aturats,b24,cervello,n340,vallirana,,c12,tortosa,obres,c17,masies,voltrega,gurb,sentit,sud,obres	1
cua,a2,castelloli,odena,gt,lleida,accident,accident,c58,torre,baro,gt,terrassa,carril,tallat,afecta,ronda,litoral,sant,adria,besos,pota,nord,santa,coloma,gramenet	1
tren,r16,tortosa,11,07,estacio,frança,13,54,acumula,45,minuts,retard	1
retencions,c12,tortosa,obres,aturades,c17,gurb,sentit,sud	1
,cua,a2,castelloli,odena,gt,lleida,accident,han,retirat,vehicles,accidentats,c58,torre,baro,sentit,terrassa,queden,retencions,ronda,litoral,sant,adria,gt,besos	1
‍una,manifestacio,bombers,pel,centre,bcn,talla,rambla,obliga,desviar,linies,busbcn,problemes,circular,zona	1
jsolerdb,gracies,	1
,r16,tortosa,11,07,estacio,frança,13,54,aturat,aldea,amposta,causa,incidencia,tecnica	1
retencions,c17,aiguafreda,centelles,gt,vic,causa,obres	1
comboi,r13,renfe,avariat,retrocedeix,circula,1,25,retard	1
una,incidencia,senyalitzacio,automatica,adifes,calella,pineda,provoca,retards,15,r1,rodalies,moment,afecta,rg1	1
comboi,r13,renfe,avariat,rodadebara	1
encara,llargues,cues,rondes,litoral,r,litoral,bon,pastor,barceloneta,gt,llobregat,mercabarna,can,tunis,enllaç,gran,nus,trinitat,r,julia,pedralbes,gt,llobregat,cornella,pedralbes,gt,trinitat	1
cues,ap7,montornesparetssanta,perpetuabarberasant,cugatel,papiol,gt,sud,s,cugat,gt,girona	1
cues,accessos,nord,bcn,c58,terrassa,estbadiamontcadanus,trinitat,gt,bcn,ntripollet,gt,terrassa,c16,rubiscugatvalldoreixpeatgeboca,nord,tunel,vallvidrera,b20,scolomanus,trinitat,c31,badalona	1
cues,habituals,principals,accessos,bcn,pel,sud,a2,castellbisbalpallejasvicenç,hortscornella,gt,bcn,martorell,gt,lleida,b23,molins,reidiagonal,gt,bcn,molinspapiol,gt,girona,b24,palleja,gt,a2,c32,gavasant,boi,c31,prat	1
‍possibilitat,carrers,tallats,ciutat,vella,bcn,pel,macrooperatiu,dels,mossos,precaucio	1
‍bon,dia,comença,intensificar,circulacio,carreteres,catalanes,moment,consten,incidencies	1
,retencions,c17,lliça,parets,valles,direccio,barcelona	1
,calçada,tallada,c58,atura,bauma,castellbell,vilar,causa,accident	1
,accident,provoca,retencions,c58,sant,quirze,valles,sabadell,direccio,barcelona	1
,retencions,a2,altura,bruc,sentits,marxa	1
,accident,c17,altura,montcada,reixac,dificulta,circulacio	1
,circulacio,intensa,c55,monistrol,montserrat,sentit,nord,manresa	1
,retencions,c31,ventallo,sentits,marxa,obert,alternatiu	1
,calçada,tallada,c37,querol,sentits,carretera,pont,armenteraral.li,catalunya,costa,daurada	1
,accident,c58,altura,nus,trinitat,sentit,barcelona,bifurcacio,avinguda,meridiana	1
,circulacio,fluida,c60,altura,orrius,direccio,granollers	1
,aturades,a2,tunel,bruc,causa,accident,sentit,nord	1
,retencions,c58,torre,baro,cerdanyola,valles,direccio,sabadell,circulacio,intensa,torre,baro,direccio,barcelona	1
circulacio,fluida,xarxa,viaria,catalana,queden,retencions,b24,cervello,n340,vallirana	1
r3,querol,18,52,hospitalet,llobregat,22,14,acumula,35,minuts,demora	1
encara,cua,ap7,gelida,subirats,gt,sud	1
continua,embus,ap7,subirats,granada,sentit,sud	1
encara,aturats,ap7,sant,sadurni,anoia,vilafranca,penedes,gt,sud,foto,aguilera	1
encara,10,km,cua,ap7,sant,sadurni,anoia,vilafranca,penedes,gt,sud,carrils,oberts,topada,camio,materies,perilloses,turisme,camio,retirat	1
jordiaguilerac,transit,gracies,jordi,explicant,equip,viari	1
hi,topada,camio,materies,perilloses,turisme,ap7,vilafranca,penedes,gt,sud,obligat,tallar,pogut,retirar,camio,cisterna,congestio	1
embus,ap7,vilafranca,penedes,gt,sud,accident,foto,vela	1
continua,congestio,5,km,7,vilafranca,penedes,gt,sud,accident,tallada,autopista,recomana,sortida,27	1
embus,c44,vandellos,hospitalet,infant,entrada,poblacio,accident,afecta,tram,a7	1
retencions,ap7,sant,cugat,barbera,gt,nord,santa,perpetua,barbera,vilafranca,penedes,gt,sud	1
cua,ronda,litoral,sant,adria,bon,pastor,gt,besos,accident,bon,pastor,gt	1
ara,cues,c58,sant,quirzegt,sud,accident,ap7,cerdanyola,barbera,gt,nord,b24,cervello,n340,vallirana,c17,parets,valles,c55,sant,vicenç,castellet,gt,castellgali,c65,banda,banda	1
ara,cua,compacta,ronda,esplugues,vallcarca,sentit,besos	1
retirat,avariat,hospitalet	1
r3,hospitalet,llobregat,14,53,querol,18,06,acumula,30,minuts,demora	1
accident,ronda,litoral,montjuic,gt,cua,ciutat,vella,sentit,llobregat,zona,franca,sentit,besos,recordar,mante,tallada,tv7411,ribaroja,ebre,motiu,ralli,catalunya,costa,daurada	1
tambe,aturats,c17,parets,valles,afecta,sortida,ap7,c55,sant,vicenç,castellet,gt,castellgali,manresa,gt,castellgali,hi,obres,castellgali,c65,c31,castellplatja,aro,gt,platja,aro	1
ara,cues,cues,ap7,santa,perpetua,barbera,sant,cugat,gt,sud,b23,molins,papiol,sentit,girona,c58,sant,quirzelt,gt,montcada,gt,pota,nord,santa,coloma,gramenet,gt,b24,cervello,n340,vallirana	1
retards,poden,superar,15,minuts,sentit,nord,linies,r1,r3,r4,r12,avaria,hospitalet	1
cues,rondes,cua,ronda,litoral,forum,port,olimpic,gt,accident,zona,franca,ciutat,vella,gt,besos,ronda,esplugues,vallcarca,horta,gt,besos	1
aturats,c17,parets,valles,afecta,sortida,ap7,cues,n420,gandesa,c55,sant,vicenç,castellet,gt,castellgali,nii,calella,pineda	1
cues,cues,ap7,santa,perpetua,barbera,rubi,papiol,gt,sud,b23,molins,papiol,sentit,girona,c58,sant,quirzelt,gt,montcada,gt,b24,cervello,n340,vallirana	1
continua,cua,a2,caldes,malavella,gt,bcn,accident,multiple	1
