	Text	Class
185	un,carril,tallat,ap7,montroig,campgt,valencia,arbre,caigut	1
186	encara,cues,c58,cerdanyola,montcada,montcada,gt,terrassa,accident,ap7,bellaterra,sant,cugat,gt,sud,fa,estona,cremat,vehicle	1
187	aturats,c58,terrassa,sabadell,gt,sud,montcada,c60,argentona,gt,mataro,nii,masnou,accident,vilassar,c1413,antiga,entrada,poblacio,sabadell	1
188	cues,c17,llica,parets,valles,tunel,vallvidreragt,bcn,pota,sud,cornella,c32,sant,boi,sentit,castelldefels,topada,retencions,viladecans,sant,boigt,bcn,afecta,ronda,pedralbes,nus,llobregat	1
189	cues,ap7,santa,perpetua,barbera,4km,sant,cugat,accident,gt,sud,sant,cugat,gt,nord,b30,barbera,sentit,sud,cerdanyola,sentit,nord,b23,molins,papiol,gt,girona,esplugues,diagonal	1
190	tambe,calen,cadenes,bv4031,castellar,hug,toses	1
191	accident,ronda,sentit,llobregat,cua,pota,nord,santa,coloma,gramenet	1
192	consequencia,neu,calen,cadenes,c28,passar,port,bonaigua	1
193	accident,nii,masnou,cues	1
194	retencions,c35,sant,celoni,c60,argentona,gt,mataro	1
195	c17,gurb,gt,sud,obres,llica,parets,valles,gt,sud,parets,gt,vic,c58,terrassa,sant,quirze,gt,sud	1
196	cues,ap7,santa,perpetua,barbera,sant,cugat,papiol,gt,sud,b30,barbera,sentit,sud,cerdanyola,sentit,nord,b23,molins,papiol,gt,girona	1
197	aturats,pota,sud,cornella,c32,sant,boi,sentit,castelldefels,topada	1
198	retencions,,cua,a2,odena,gt,lleida,accident,camio,implicat,retencions,c12,tortosa,obres,b30,barbera,sentit,sud,cerdanyola,sentit,nord,nii,girona	1
199	talgo,697,estacio,francasevilla,acumula,20,minuts,retard	1
200	euromed,alacant,estacio,franca,acumula,retard	1
201	cinturo,litoral,cornella,sant,joan,despi,gt,lleida,vehicle,aturat	1
202	aturats,b24,cervello,n340,vallirana,,c12,tortosa,obres,c17,masies,voltrega,gurb,sentit,sud,obres	1
203	cua,a2,castelloli,odena,gt,lleida,accident,accident,c58,torre,baro,gt,terrassa,carril,tallat,afecta,ronda,litoral,sant,adria,besos,pota,nord,santa,coloma,gramenet	1
204	tren,r16,tortosa,11,07,estacio,franca,13,54,acumula,45,minuts,retard	1
205	retencions,c12,tortosa,obres,aturades,c17,gurb,sentit,sud	1
206	,cua,a2,castelloli,odena,gt,lleida,accident,han,retirat,vehicles,accidentats,c58,torre,baro,sentit,terrassa,queden,retencions,ronda,litoral,sant,adria,gt,besos	1
207	una,manifestacio,bombers,pel,centre,bcn,talla,rambla,obliga,desviar,linies,busbcn,problemes,circular,zona	1
208	jsolerdb,gracies,	1
209	,r16,tortosa,11,07,estacio,franca,13,54,aturat,aldea,amposta,causa,incidencia,tecnica	1
210	retencions,c17,aiguafreda,centelles,gt,vic,causa,obres	1
211	comboi,r13,renfe,avariat,retrocedeix,circula,1,25,retard	1
212	una,incidencia,senyalitzacio,automatica,adifes,calella,pineda,provoca,retards,15,r1,rodalies,moment,afecta,rg1	1
213	comboi,r13,renfe,avariat,rodadebara	1
214	encara,llargues,cues,rondes,litoral,r,litoral,bon,pastor,barceloneta,gt,llobregat,mercabarna,can,tunis,enllac,gran,nus,trinitat,r,julia,pedralbes,gt,llobregat,cornella,pedralbes,gt,trinitat	1
215	cues,ap7,montornesparetssanta,perpetuabarberasant,cugatel,papiol,gt,sud,s,cugat,gt,girona	1
216	cues,accessos,nord,bcn,c58,terrassa,estbadiamontcadanus,trinitat,gt,bcn,ntripollet,gt,terrassa,c16,rubiscugatvalldoreixpeatgeboca,nord,tunel,vallvidrera,b20,scolomanus,trinitat,c31,badalona	1
217	cues,habituals,principals,accessos,bcn,pel,sud,a2,castellbisbalpallejasvicenc,hortscornella,gt,bcn,martorell,gt,lleida,b23,molins,reidiagonal,gt,bcn,molinspapiol,gt,girona,b24,palleja,gt,a2,c32,gavasant,boi,c31,prat	1
218	possibilitat,carrers,tallats,ciutat,vella,bcn,pel,macrooperatiu,dels,mossos,precaucio	1
219	bon,dia,comenca,intensificar,circulacio,carreteres,catalanes,moment,consten,incidencies	1
220	,retencions,c17,llica,parets,valles,direccio,barcelona	1
221	,calcada,tallada,c58,atura,bauma,castellbell,vilar,causa,accident	1
222	,accident,provoca,retencions,c58,sant,quirze,valles,sabadell,direccio,barcelona	1
223	,retencions,a2,altura,bruc,sentits,marxa	1
224	,accident,c17,altura,montcada,reixac,dificulta,circulacio	1
225	,circulacio,intensa,c55,monistrol,montserrat,sentit,nord,manresa	1
226	,retencions,c31,ventallo,sentits,marxa,obert,alternatiu	1
227	,calcada,tallada,c37,querol,sentits,carretera,pont,armenteraral*li,catalunya,costa,daurada	1
228	,accident,c58,altura,nus,trinitat,sentit,barcelona,bifurcacio,avinguda,meridiana	1
229	,circulacio,fluida,c60,altura,orrius,direccio,granollers	1
230	,aturades,a2,tunel,bruc,causa,accident,sentit,nord	1
231	,retencions,c58,torre,baro,cerdanyola,valles,direccio,sabadell,circulacio,intensa,torre,baro,direccio,barcelona	1
232	circulacio,fluida,xarxa,viaria,catalana,queden,retencions,b24,cervello,n340,vallirana	1
233	r3,querol,18,52,hospitalet,llobregat,22,14,acumula,35,minuts,demora	1
234	encara,cua,ap7,gelida,subirats,gt,sud	1
235	continua,embus,ap7,subirats,granada,sentit,sud	1
236	encara,aturats,ap7,sant,sadurni,anoia,vilafranca,penedes,gt,sud,foto,aguilera	1
237	encara,10,km,cua,ap7,sant,sadurni,anoia,vilafranca,penedes,gt,sud,carrils,oberts,topada,camio,materies,perilloses,turisme,camio,retirat	1
238	jordiaguilerac,transit,gracies,jordi,explicant,equip,viari	1
239	hi,topada,camio,materies,perilloses,turisme,ap7,vilafranca,penedes,gt,sud,obligat,tallar,pogut,retirar,camio,cisterna,congestio	1
240	embus,ap7,vilafranca,penedes,gt,sud,accident,foto,vela	1
241	continua,congestio,5,km,7,vilafranca,penedes,gt,sud,accident,tallada,autopista,recomana,sortida,27	1
242	embus,c44,vandellos,hospitalet,infant,entrada,poblacio,accident,afecta,tram,a7	1
243	retencions,ap7,sant,cugat,barbera,gt,nord,santa,perpetua,barbera,vilafranca,penedes,gt,sud	1
244	cua,ronda,litoral,sant,adria,bon,pastor,gt,besos,accident,bon,pastor,gt	1
245	ara,cues,c58,sant,quirzegt,sud,accident,ap7,cerdanyola,barbera,gt,nord,b24,cervello,n340,vallirana,c17,parets,valles,c55,sant,vicenc,castellet,gt,castellgali,c65,banda,banda	1
246	ara,cua,compacta,ronda,esplugues,vallcarca,sentit,besos	1
247	retirat,avariat,hospitalet	1
248	r3,hospitalet,llobregat,14,53,querol,18,06,acumula,30,minuts,demora	1
249	accident,ronda,litoral,montjuic,gt,cua,ciutat,vella,sentit,llobregat,zona,franca,sentit,besos,recordar,mante,tallada,tv7411,ribaroja,ebre,motiu,ralli,catalunya,costa,daurada	1
